date,RET,VOL_CHANGE,BA_SPREAD,ILLIQUIDITY,sprtrn,TURNOVER,DJI_Return
5/22/1998,-0.030986,0.718460989,0.006540698,-7.34E-10,-0.003741,20.49316957,-0.001963312
5/26/1998,-0.047965,0.857913137,0.002290076,-6.43E-10,-0.014814,38.07452897,-0.016535295
5/27/1998,0.058015,1.131116207,0.000721501,3.45E-10,-0.001636,81.14124577,-0.003030006
5/28/1998,-0.007937,-0.594614159,0.002181818,-1.17E-10,0.004907,32.89351214,0.003763176
5/29/1998,0.025455,-0.080841076,0.002836879,3.99E-10,-0.006168,30.23436521,-0.007831486
6/1/1998,-0.028369,-0.069886144,0.002919708,-4.92E-10,0.000147,28.12140201,0.002519106
6/2/1998,0.020438,1.039502809,0.004291845,3.41E-10,0.002053,28.6768392,-0.00348897
6/3/1998,-0.032904,-0.197760175,0.00591716,-7.07E-10,-0.009596,23.00570247,-0.009834447
6/4/1998,0.038462,-0.240358643,0.005698006,1.05E-09,0.011175,17.47608305,0.007583063
6/5/1998,0.008547,-0.314914241,0.005649718,3.37E-10,0.017382,11.97261562,0.018843275
6/8/1998,0.045198,0.59585259,0.002702703,1.07E-09,0.00167,19.10652964,0.00352851
6/9/1998,0.108108,2.560020378,0.001219512,6.48E-10,0.002411,68.01963487,-0.002169852
6/10/1998,0.056098,0.251739052,0.003464203,2.54E-10,-0.005481,85.14283327,-0.00864314
6/11/1998,0.154734,0.478046813,0.001,4.11E-10,-0.015913,125.8450934,-0.017826127
6/12/1998,-0.024,-0.394637383,0.00102459,-1.08E-10,0.003892,76.18191503,0.00262954
6/15/1998,0.077869,0.551821938,0.002851711,2.09E-10,-0.019866,118.220767,-0.023430915
6/16/1998,0.119772,0.16556387,0.002546689,2.47E-10,0.009823,137.7938547,0.004330164
